,UID,CardTier,Name,Team,Element,Element2,Element3,Element4,Position,Position5,Monster,Monster Type,Wound,Speed,Catch,Carry,Elusiveness,Tackle,PassBlock,RunBlock,Impact,Impact6,Special Attack Name,Special Attack Description,Special Attack Element,Special Attack Type,Special Attack Stat,Special Attack Stat Value,Special Attack Stat Value Type,Special Attack Trigger,Immunity Name,Immunity Element
285,ZO2S0305,2,Midnight Cinnamon,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,S,Viscious War Zombie,Med1,50,5,0.5,0.62,0.04,0.09,0.08,0.03,0.03,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
286,ZO2DL0306,2,Apollo Azraelle,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Giant Crusher,Big1,60,6,0.1,0.02,0.02,0.06,0.08,0.07,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
287,ZO2DL0307,2,Screech Moone,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Viscious War Zombie,Med1,50,5,0.5,0.62,0.04,0.09,0.08,0.03,0.03,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
288,ZO2DL0308,2,Swoops Moone,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Viscious War Zombie,Med1,50,5,0.5,0.62,0.04,0.09,0.08,0.03,0.03,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
289,ZO2DB0309,2,Blaze Raven,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DB,Agile Screamer,Fast1,40,4,0.55,0.67,0.04,0.09,0.06,0.05,0.03,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
290,ZO2DB0310,2,Dodge Moonlight,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DB,Agile Screamer,Fast1,40,4,0.55,0.67,0.04,0.09,0.06,0.05,0.03,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
291,ZO3RB0311,3,Hunter Myst,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,RB,Viscious War Zombie,Med1,60,6,0.6,0.64,0.05,0.12,0.1,0.04,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
292,ZO3OL0312,3,Pickle Shay,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,OL,Giant Crusher,Big1,70,7,0.2,0.04,0.03,0.09,0.1,0.08,0.07,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
293,ZO3OL0313,3,Mirage Batty,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,OL,Viscious War Zombie,Med1,60,6,0.6,0.64,0.05,0.12,0.1,0.04,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
294,ZO3OL0314,3,Lecter Biscuit,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,OL,Viscious War Zombie,Med1,60,6,0.6,0.64,0.05,0.12,0.1,0.04,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
295,ZO3R0315,3,Cole Melody,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,R,Agile Screamer,Fast1,50,5,0.65,0.69,0.05,0.12,0.08,0.06,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
296,ZO3R0316,3,Sonny Peaches,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,R,Agile Screamer,Fast1,50,5,0.65,0.69,0.05,0.12,0.08,0.06,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
297,ZO3S0317,3,Matrix Plume,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,S,Viscious War Zombie,Med1,60,6,0.6,0.64,0.05,0.12,0.1,0.04,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
298,ZO3S0318,3,Quickfang Oracle,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,S,Viscious War Zombie,Med1,60,6,0.6,0.64,0.05,0.12,0.1,0.04,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
299,ZO3DL0319,3,Sonny Shay,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Giant Crusher,Big1,70,7,0.2,0.04,0.03,0.09,0.1,0.08,0.07,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
300,ZO3DL0320,3,Quickfang Azraelle,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Viscious War Zombie,Med1,60,6,0.6,0.64,0.05,0.12,0.1,0.04,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
301,ZO3DL0321,3,Buster Maya,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Viscious War Zombie,Med1,60,6,0.6,0.64,0.05,0.12,0.1,0.04,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
302,ZO3DB0322,3,Lecter Draculette,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DB,Agile Screamer,Fast1,50,5,0.65,0.69,0.05,0.12,0.08,0.06,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
303,ZO3DB0323,3,Mirage Nova,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DB,Agile Screamer,Fast1,50,5,0.65,0.69,0.05,0.12,0.08,0.06,0.04,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
304,ZO1QB0324,1,Chunk Bonejaw,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,QB,Chunk Bonejaw,QB,10,2,0.15,0.2,0.05,0.04,0.01,0.01,0.01,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
305,ZO4RB0330,4,Dexter Sora,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,RB,Viscious War Zombie,Med2,70,7,0.7,0.66,0.06,0.15,0.12,0.05,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
306,ZO4OL0331,4,Render Fang,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,OL,Giant Crusher,Big2,80,8,0.3,0.06,0.04,0.12,0.12,0.09,0.08,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
307,ZO4OL0332,4,Bubbles Shade,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,OL,Viscious War Zombie,Med2,70,7,0.7,0.66,0.06,0.15,0.12,0.05,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
308,ZO4OL0333,4,Blitz Shay,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,OL,Viscious War Zombie,Med2,70,7,0.7,0.66,0.06,0.15,0.12,0.05,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
309,ZO4R0334,4,Flaps Bubble,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,R,Agile Screamer,Fast2,60,6,0.75,0.71,0.06,0.15,0.1,0.07,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
310,ZO4R0335,4,Patches Shade,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,R,Agile Screamer,Fast2,60,6,0.75,0.71,0.06,0.15,0.1,0.07,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
311,ZO4S0336,4,Ash Shadow,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,S,Viscious War Zombie,Med2,70,7,0.7,0.66,0.06,0.15,0.12,0.05,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
312,ZO4S0337,4,Cupcake Star,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,S,Viscious War Zombie,Med2,70,7,0.7,0.66,0.06,0.15,0.12,0.05,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
313,ZO4DL0338,4,Flaps Xena,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Giant Crusher,Big2,80,8,0.3,0.06,0.04,0.12,0.12,0.09,0.08,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
314,ZO4DL0339,4,Draculon Shine,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Viscious War Zombie,Med2,70,7,0.7,0.66,0.06,0.15,0.12,0.05,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
315,ZO4DL0340,4,Hawke Blaze,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Viscious War Zombie,Med2,70,7,0.7,0.66,0.06,0.15,0.12,0.05,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
316,ZO4DB0341,4,Lucifer Angie,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DB,Agile Screamer,Fast2,60,6,0.75,0.71,0.06,0.15,0.1,0.07,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
317,ZO4DB0342,4,Sawyer Hazel,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DB,Agile Screamer,Fast2,60,6,0.75,0.71,0.06,0.15,0.1,0.07,0.05,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
318,ZO5RB0343,5,Rhonin Maya,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,RB,Viscious War Zombie,Med2,80,8,0.8,0.68,0.07,0.18,0.14,0.06,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
319,ZO5OL0344,5,Nukem Sugar,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,OL,Giant Crusher,Big2,90,9,0.4,0.08,0.05,0.15,0.14,0.1,0.09,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
320,ZO5OL0345,5,Azral Jinx,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,OL,Viscious War Zombie,Med2,80,8,0.8,0.68,0.07,0.18,0.14,0.06,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
321,ZO5OL0346,5,Baltazar Bandetta,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,OL,Viscious War Zombie,Med2,80,8,0.8,0.68,0.07,0.18,0.14,0.06,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
322,ZO5R0347,5,Shade Xena,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,R,Agile Screamer,Fast2,70,7,0.85,0.73,0.07,0.18,0.12,0.08,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
323,ZO5R0348,5,Spuds Jinx,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,R,Agile Screamer,Fast2,70,7,0.85,0.73,0.07,0.18,0.12,0.08,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
324,ZO5S0349,5,Bane Peaches,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,S,Viscious War Zombie,Med2,80,8,0.8,0.68,0.07,0.18,0.14,0.06,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
325,ZO5S0350,5,Titan Ash,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,S,Viscious War Zombie,Med2,80,8,0.8,0.68,0.07,0.18,0.14,0.06,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
326,ZO5DL0351,5,Sonny Sora,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Giant Crusher,Big2,90,9,0.4,0.08,0.05,0.15,0.14,0.1,0.09,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
327,ZO5DL0352,5,Quickfang Fang,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Viscious War Zombie,Med2,80,8,0.8,0.68,0.07,0.18,0.14,0.06,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
328,ZO5DL0353,5,Buster Shade,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DL,Viscious War Zombie,Med2,80,8,0.8,0.68,0.07,0.18,0.14,0.06,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
329,ZO5DB0354,5,Lecter Shay,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DB,Agile Screamer,Fast2,70,7,0.85,0.73,0.07,0.18,0.12,0.08,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
330,ZO5DB0355,5,Mirage Bandetta,Zombie,Radiation,"The Zombie plague that infects mankind has mutated once again, this time resulting in the perfect squad of killer athletes. Nothing can stop them!","Radiated claws: Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation Resistance: Immune to Radiation effects.,1,DB,Agile Screamer,Fast2,70,7,0.85,0.73,0.07,0.18,0.12,0.08,0.06,,Radiated claws,"Melee attack slowing creatures, decreasing their speed by 10% when you block an enemy. ",Radiation,Debuff,Speed,0.1,Percentage,Blocking,Radiation Resistance,Radiation
331,IN1RB0356,1,Jaffa Velvet,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,RB,Killer Arachnoid,Med2,30,4,0.5,0.6,0.03,0.09,0.04,0.02,0.01,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
332,IN1OL0357,1,Hercules Cleo,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Massive Megalisk,Big2,40,5,0.4,0,0.01,0.01,0.06,0.1,0.03,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
333,IN1OL0358,1,Alpha Tilly,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Great Megalisk,Big4,40,4,0.35,0,0,0.01,0.1,0.08,0.05,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
334,IN1OL0359,1,Titan Enigma,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Great Megalisk,Big4,40,4,0.35,0,0,0.01,0.1,0.08,0.05,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
